,CP022686.1
ECOLIN_25515,CIW80_21960
ECOLIN_25520,CIW80_21965
ECOLIN_25525,CIW80_16685
ECOLIN_25530,CIW80_16690
ECOLIN_25535,None
ECOLIN_25545,CIW80_16705
ECOLIN_25550,CIW80_16710
ECOLIN_25555,CIW80_16715
ECOLIN_25560,CIW80_16720
ECOLIN_25565,CIW80_16725
ECOLIN_25575,CIW80_16745
ECOLIN_25585,CIW80_23685
ECOLIN_25590,CIW80_23690
ECOLIN_25595,CIW80_23695
ECOLIN_25600,CIW80_18950
ECOLIN_25605,CIW80_19940
ECOLIN_25610,CIW80_19935
ECOLIN_25615,None
ECOLIN_25620,CIW80_22480
ECOLIN_25625,CIW80_19095
ECOLIN_25630,CIW80_19085
ECOLIN_25635,CIW80_19080
ECOLIN_25640,CIW80_19060
ECOLIN_25655,CIW80_19045
ECOLIN_25660,CIW80_19040
ECOLIN_25665,CIW80_23010
ECOLIN_25670,CIW80_23005
ECOLIN_25675,CIW80_23000
ECOLIN_25680,CIW80_22995
ECOLIN_25685,CIW80_22990
ECOLIN_25690,CIW80_12000
ECOLIN_25700,CIW80_11995
ECOLIN_25705,CIW80_11990
ECOLIN_25710,CIW80_11985
ECOLIN_25715,CIW80_11980
ECOLIN_25720,CIW80_11975
ECOLIN_25730,CIW80_03795
ECOLIN_25735,CIW80_23715
ECOLIN_25740,CIW80_23710
ECOLIN_25745,CIW80_23705
ECOLIN_25755,CIW80_23690
ECOLIN_25770,CIW80_05005
ECOLIN_25775,CIW80_05000
ECOLIN_25780,CIW80_12650
ECOLIN_25785,CIW80_12645
ECOLIN_25790,CIW80_12640
ECOLIN_25795,CIW80_12635
ECOLIN_25805,CIW80_25690
ECOLIN_25815,CIW80_05850
ECOLIN_25835,CIW80_05865
ECOLIN_25840,CIW80_05870
ECOLIN_25845,CIW80_05875
ECOLIN_25860,CIW80_05875
ECOLIN_25865,None
ECOLIN_25870,CIW80_08640
ECOLIN_25875,None
ECOLIN_25880,CIW80_23470
ECOLIN_25890,CIW80_08715
ECOLIN_25895,CIW80_08715
ECOLIN_25900,CIW80_08765
ECOLIN_25915,CIW80_09140
ECOLIN_25920,CIW80_09135
ECOLIN_25925,CIW80_09140
ECOLIN_25965,CIW80_18780
ECOLIN_25975,CIW80_17185
ECOLIN_25985,CIW80_17180
ECOLIN_25990,CIW80_03565
ECOLIN_25995,CIW80_03405
ECOLIN_26000,CIW80_03270
ECOLIN_26005,CIW80_03245
ECOLIN_26030,CIW80_08930
ECOLIN_26040,CIW80_04795
ECOLIN_26045,CIW80_04450
ECOLIN_26050,CIW80_04165
ECOLIN_26055,CIW80_04160
ECOLIN_26060,CIW80_19095
ECOLIN_26065,CIW80_19085
ECOLIN_26070,CIW80_19080
ECOLIN_26075,CIW80_19060
ECOLIN_26080,CIW80_11955
ECOLIN_26085,CIW80_11960
ECOLIN_26095,CIW80_15155
ECOLIN_26100,CIW80_15150
ECOLIN_26105,CIW80_15145
ECOLIN_26110,CIW80_17180
ECOLIN_26115,CIW80_17145
ECOLIN_26120,CIW80_16740
ECOLIN_26125,CIW80_24310
ECOLIN_26135,CIW80_17125
ECOLIN_26140,CIW80_17120
ECOLIN_26145,CIW80_17115
ECOLIN_26150,CIW80_17110
ECOLIN_26155,CIW80_17100
ECOLIN_26160,CIW80_17095
ECOLIN_26165,CIW80_17090
ECOLIN_26170,CIW80_17085
ECOLIN_26175,CIW80_17080
ECOLIN_26180,CIW80_17075
ECOLIN_26185,CIW80_17070
ECOLIN_26190,CIW80_17065
ECOLIN_26195,CIW80_17060
ECOLIN_26200,CIW80_17055
ECOLIN_26205,CIW80_17050
ECOLIN_26210,CIW80_17045
ECOLIN_26215,CIW80_17040
ECOLIN_26220,CIW80_17035
ECOLIN_26225,CIW80_17030
ECOLIN_26230,CIW80_17025
ECOLIN_26240,CIW80_17015
ECOLIN_26245,CIW80_17005
ECOLIN_26250,CIW80_17005
ECOLIN_26255,CIW80_16740
ECOLIN_26260,CIW80_24310
ECOLIN_26265,CIW80_17005
ECOLIN_26270,CIW80_16740
ECOLIN_26275,CIW80_24310
ECOLIN_26280,CIW80_16995
ECOLIN_26285,CIW80_16990
ECOLIN_26290,CIW80_16985
ECOLIN_26295,CIW80_16980
ECOLIN_26300,CIW80_16975
ECOLIN_26305,CIW80_16970
ECOLIN_26315,CIW80_16955
ECOLIN_26320,CIW80_16950
ECOLIN_26325,CIW80_16945
ECOLIN_26335,CIW80_16940
ECOLIN_26340,CIW80_23425
ECOLIN_26345,CIW80_23420
ECOLIN_26350,CIW80_23415
ECOLIN_26355,CIW80_17480
ECOLIN_26360,CIW80_17485
ECOLIN_26380,CIW80_18905
ECOLIN_26390,CIW80_18895
ECOLIN_26395,CIW80_00260
ECOLIN_26405,CIW80_07175
ECOLIN_26420,CIW80_22440
ECOLIN_26425,CIW80_22450
ECOLIN_26435,CIW80_22680
ECOLIN_26440,CIW80_22685
ECOLIN_26450,None
ECOLIN_26455,CIW80_08450
ECOLIN_26460,CIW80_08465
ECOLIN_26465,CIW80_08470
