ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max,RHEA,BioCyc,MetaNetX (MNX) Equation,KEGG Reaction,SEED Reaction,EC Number,Reactome Reaction
UREAtpp,Urea transport via facilitate diffusion (periplasm),urea_p <=> urea_c,CIW80_14645,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-4.294016806538646e-13,4.812474864542885e-13,32802,META:TRANS-RXN0-460,MNXR105156,,rxn09369,,R-XTR-507875
XANt2pp,Xanthine transport in via proton symport (periplasm),h_p + xan_p --> h_c + xan_c,CIW80_08130 or CIW80_12975 or CIW80_08160,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,1.0587444701994314e-11,29666,META:TRANS-RXN-206,MNXR105227,,rxn09377,,
GLYC3Pabcpp,Sn-Glycerol 3-phosphate transport via ABC system (periplasm),atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c,CIW80_11845 and CIW80_11840 and CIW80_11850 and CIW80_11835,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,3.5291482339981058e-12,21671#1,META:ABC-34-RXN,MNXR100320,,rxn08641,3.6.3.20,
PPPNt2rpp,"3-phenylpropionate transport via proton symport, reversible (periplasm)",h_p + pppn_p <=> h_c + pppn_c,CIW80_06515,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,0.0,0.0,,,MNXR103135,,rxn10133,,
PTRCORNt7pp,Putrescine/ornithine antiporter (periplasm),orn_c + ptrc_p <=> orn_p + ptrc_c,CIW80_21470,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-1000.0,1000.0,28830,META:TRANS-RXN0-211,MNXR103336,,rxn10182,,
SPMDabcpp,Spermidine transport via ABC system (periplasm),atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c,(CIW80_24230 and CIW80_24240 and CIW80_24235 and CIW80_24245) or (CIW80_00145 and CIW80_00140 and CIW80_00135 and CIW80_00130),"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,2.1174889403988612e-12,30002#1,META:ABC-24-RXN,MNXR104494,,rxn11262,3.6.3.31,
HG2tex,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),hg2_e <=> hg2_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,0.0,32818,,MNXR100625,,rxn08717,,
NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),datp_c + h2o_c --> damp_c + h_c + ppi_c,CIW80_02250 or CIW80_07590,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,1.3234305877492797e-12,28337,META:RXN0-384,MNXR97173,,rxn09013,3.6.1.9,
ATPM,ATP maintenance requirement,atp_c + h2o_c --> adp_c + h_c + pi_c,,Biomass and maintenance functions,Not essential,6.86,1000.0,6.86,6.860000000002647,13068,META:ATPASE-RXN,MNXR96131,R00086,rxn11300,3.6.4.9,
NADPPPS,NADP phosphatase,h2o_c + nadp_c --> nad_c + pi_c,,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,2.646861175498572e-12,28053,META:RXN-5822,MNXR101798,R00118,rxn00088,3.1.3.2,
EX_mnl_e,D-Mannitol exchange,mnl_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,9.624949729086072e-13,,,MNXR101678,,rxn08950,,
NTD3,5'-nucleotidase (dCMP),dcmp_c + h2o_c --> dcyt_c + pi_c,CIW80_07420 or CIW80_05390,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,1.32343058774928e-12,29366,META:RXN0-5292,MNXR102033,R01664,rxn01218,3.1.3.89,
GLYOX,Hydroxyacylglutathione hydrolase,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c,CIW80_18840,Methylglyoxal Metabolism,Not essential,0.0,1000.0,0.0,1.3234305877492781e-12,25248,META:GLYOXII-RXN,MNXR100353,R01736,rxn01274,3.1.2.6,
DADNtex,Deoxyadenosine transport via diffusion (extracellular to periplasm),dad_2_e <=> dad_2_p,CIW80_20170,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-9.542259570085926e-14,0.0,,,MNXR97081,,rxn10939,,
DHAtex,Dihydroxyacetone transport via diffusion (extracellular to periplasm),dha_e <=> dha_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,-1.1450711484103036e-12,0.0,,META:TRANS-RXN0-559,MNXR97367,,rxn08326,,
ETOHtex,Ethanol transport via diffusion (extracellular to periplasm),etoh_e <=> etoh_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,-5.103469783653604e-12,0.0,35270,META:TRANS-RXN0-546,MNXR97980,,rxn09764,,
MTRPOX,N-methyltryptophan oxidase,Nmtrp_c + h2o_c + o2_c --> fald_c + h2o2_c + trp__L_c,CIW80_23905,Glycine and Serine Metabolism,Not essential,0.0,1000.0,0.0,0.0,28009,META:RXN0-301,MNXR101761,,rxn08965,1.5.3.2,
AGM4PCPpp,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)",anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p,CIW80_04710,Murein Recycling,Not essential,0.0,1000.0,0.0,2.160703000407002e-13,,,MNXR95547,,rxn08077,,
GTPDPDP,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,CIW80_13750,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,8.822870584995253e-13,13076,META:PPPGPPHYDRO-RXN,MNXR100099,R03409,rxn02449,3.6.1.40,
RNDR2,Ribonucleoside-diphosphate reductase (GDP),gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,(CIW80_13765 and (CIW80_05120 and CIW80_05125)) or (CIW80_06740 and (CIW80_05120 and CIW80_05125)),Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,5.293722350996724e-12,,META:GDPREDUCT-RXN,MNXR104062,R02019,rxn05233,1.17.4.1,
EX_asn__L_e,L-Asparagine exchange,asn__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,6.22790864823193e-13,,,MNXR96069,,rxn08162,,
EX_mal__L_e,L-Malate exchange,mal__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,1.3234305877492985e-12,,META:TRANS-RXN-225,MNXR101367,,rxn10967,,
NMNN,NMN nucleosidase,h2o_c + nmn_c --> h_c + ncam_c + r5p_c,,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,5.293722350997165e-13,,,MNXR101971,,,3.2.2.14,
XAND,Xanthine dehydrogenase,h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c,CIW80_08050 and CIW80_08055 and CIW80_08060,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,2.2526478089349508e-13,16672,META:RXN0-901,MNXR105225,R02103,rxn01522,1.17.1.4,R-GGA-421158
EX_no2_e,Nitrite exchange,no2_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,28986,META:TRANS-RXN-137,MNXR101912,,rxn10823,,
HACD3,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c,CIW80_14210 or CIW80_05635,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.39904113755702725,0.39904113755826504,31198,,MNXR100544,R04745,rxn03246,1.1.1.35,R-XTR-77331
ACACtex,Acetoacetate transport via diffusion (extracellular to periplasm),acac_e <=> acac_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,0.0,0.0,29754,META:TRANS-RXN0-281,MNXR95208,,rxn13115,,
ACNAMtex,N-acetylneuraminate transport via diffusion (extracellular to periplasm),acnam_e <=> acnam_p,CIW80_17165 or CIW80_22660 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-5.103469783653658e-13,0.0,28994,META:RXN0-0,MNXR95292,,rxn08051,,
ARBTNabcpp,Aerobactin transport via ABC system (periplasm),arbtn_fe3_p + atp_c + h2o_c --> adp_c + arbtn_fe3_c + h_c + pi_c,CIW80_18520 and CIW80_18530 and CIW80_18525,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,1.4087948383822358e-12,,,MNXR95927,,rxn13800,,
NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,dmbzid_c + nicrnt_c --> 5prdmbz_c + h_c + nac_c,CIW80_03515,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0,11199,META:DMBPPRIBOSYLTRANS-RXN,MNXR101979,R04148,rxn02897,2.4.2.21,
THRA2,L-allo-Threonine Aldolase,athr__L_c --> acald_c + gly_c,CIW80_06560 or CIW80_22360,Threonine and Lysine Metabolism,Not essential,0.0,1000.0,0.0,5.282980643933201e-12,,,,,,,
H2Stex,H2s transport via diffusion (extracellular to periplasm),h2s_e <=> h2s_p,CIW80_25725 or CIW80_05020 or CIW80_19480 or CIW80_22660,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,-5.37207345647745e-13,0.0,,META:TRANS-RXN-310,MNXR100494,,rxn10541,,
PPK,Polyphosphate kinase,atp_c + pi_c --> adp_c + ppi_c,CIW80_06305,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,2.6414903219666496e-12,,,,,,,
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop_c + h_c --> 4mop_c + co2_c,s0001,"Valine, Leucine, and Isoleucine Metabolism",Essential,0.0,1000.0,0.5051714138056788,0.5051714138010928,25081,META:RXN-7800,MNXR102180,R01652,rxn01208,1.1.1.85,
ABUTD,Aminobutyraldehyde dehydrogenase,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,CIW80_00150,Arginine and Proline Metabolism,Not essential,0.0,1000.0,0.0,-5.9608068654874045e-12,19108,META:AMINOBUTDEHYDROG-RXN,MNXR95191,R02549,rxn01851,1.2.1.3,
E4PD,Erythrose 4-phosphate dehydrogenase,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c,CIW80_08360 or CIW80_01800,Cofactor and Prosthetic Group Biosynthesis,Not essential,-1000.0,1000.0,-0.0005000908939835182,-0.0005000909024994318,12059,META:ERYTH4PDEHYDROG-RXN,MNXR97842,R01825,rxn01331,1.2.1.72,
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,CIW80_03915 and CIW80_03925,Histidine Metabolism,Essential,0.0,1000.0,0.10622782761035841,0.10622782760911645,24796,META:GLUTAMIDOTRANS-RXN,MNXR100811,R04558,rxn03135,4.3.2.M2,
EX_nh4_e,Ammonia exchange,nh4_e <=> ,,Extracellular exchange,Essential,-1000,1000.0,-12.109729029815808,-12.109729029818059,28750,META:TRANS-RXN0-544,MNXR101950,,rxn13364,,R-XTR-444416
DADK,Deoxyadenylate kinase,atp_c + damp_c <=> adp_c + dadp_c,CIW80_20510,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,-2.551734891826897e-12,-7.451008581859363e-12,23103,META:DEOXYADENYLATE-KINASE-RXN,MNXR96117,R01547,rxn01127,2.7.4.3,R-XTR-74220
DUTPDP,DUTP diphosphatase,dutp_c + h2o_c --> dump_c + h_c + ppi_c,CIW80_12900 or CIW80_05200,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-7.45100858185931e-12,10251,META:DUTP-PYROP-RXN,MNXR97822,R02100,rxn01519,3.6.1.9,R-TGU-73666
EX_ddca_e,Dodecanoate (n-C12:0) exchange,ddca_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR97211,,,,
NTP5,Nucleoside-triphosphatase (CTP),ctp_c + h2o_c --> cdp_c + h_c + pi_c,CIW80_16125,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-1.490201716371859e-11,29390,META:RXN-12195,MNXR102045,R00569,rxn00408,3.6.1.5,
FORt2pp,"Formate transport via proton symport (uptake only, periplasm)",for_p + h_p --> for_c + h_c,CIW80_22535,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-5.960806865487496e-11,,,MNXR99621,,rxn08524,,
EX_r5p_e,Alpha-D-Ribose 5-phosphate exchange,r5p_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-9.934678109145788e-12,,,MNXR103411,,,,
EX_glyc2p_e,Glycerol 2-phosphate exchange,glyc2p_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-6.623118739430167e-12,,,MNXR100319,,rxn08640,,
MTAN,Methylthioadenosine nucleosidase,5mta_c + h2o_c --> 5mtr_c + ade_c,CIW80_18560,Arginine and Proline Metabolism,Not essential,0.0,1000.0,0.0,-6.145161716997807e-13,13620,META:METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN,MNXR101744,R01401,rxn01021,3.2.2.9,
DPR,2-dehydropantoate 2-reductase,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,CIW80_20240 or CIW80_13735,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0007557427411325349,0.0007557427407712405,16236,META:2-DEHYDROPANTOATE-REDUCT-RXN,MNXR97779,R02472,rxn01790,1.1.1.169,
THRD_L,L-threonine deaminase,thr__L_c --> 2obut_c + nh4_c,CIW80_13725 or CIW80_10075,"Valine, Leucine, and Isoleucine Metabolism",Essential,0.0,1000.0,0.32576436622907184,0.32576436622623284,22111,META:THREDEHYD-RXN,MNXR104714,R00996,rxn00737,4.3.1.19,
EX_malt_e,Maltose exchange,malt_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-2.4836695272864356e-12,33174,META:TRANS-RXN0-575,MNXR101364,,rxn08874,,
4PEPTtex,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),LalaDgluMdapDala_e <=> LalaDgluMdapDala_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane Porin",Not essential,-1000.0,1000.0,-2.0013606994720267e-13,0.0,,,MNXR95051,,rxn08009,,
NAMNPP,Nicotinic acid mononucleotide pyrophosphorylase,atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c,CIW80_22670,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-2.128859594816962e-12,36166,META:NICOTINATEPRIBOSYLTRANS-RXN,MNXR101909,R01724,rxn08981,6.3.4.21,
EX_pnto__R_e,(R)-Pantothenate exchange,pnto__R_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,34978,,MNXR103051,,rxn09166,,
SELNPS,Selenophosphate synthase,atp_c + h2o_c + seln_c --> amp_c + pi_c + selnp_c,CIW80_01715,Unassigned,Not essential,0.0,1000.0,0.0,0.0,18740,META:2.7.9.3-RXN,MNXR104322,R03595,rxn02569,2.7.9.3,
CRNCAR,Carnitine-CoA racemase,crncoa_c <=> crnDcoa_c,CIW80_17865,Oxidative Phosphorylation,Not essential,-1000.0,1000.0,-6.186023980186272e-14,0.0,30542,META:CARNCOARACE-RXN,MNXR96896,,,5.1.1,
GALabcpp,D-galactose transport via ABC system (periplasm),atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c,(CIW80_04540 and CIW80_04545 and CIW80_04550) or (CIW80_16500 and CIW80_16510 and CIW80_16505 and CIW80_16515),"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0,,META:ABC-18-RXN,MNXR100023,,rxn08573,3.6.3.17,
GLYCLTt2rpp,"Glycolate transport via proton symport, reversible (periplasm)",glyclt_p + h_p <=> glyclt_c + h_c,CIW80_12725 or CIW80_09235,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-1000.0,0.0,29414,META:TRANS-RXN-105,MNXR100334,,rxn08651,,
GUAt2pp,Guanine transport in via proton symport (periplasm),gua_p + h_p --> gua_c + h_c,CIW80_12975,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-6.68773453201036e-11,,,MNXR100466,,rxn08681,,
ANHMK,"1,6-anhydrous-N-Acetylmuramate kinase",anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c,CIW80_01050,Murein Recycling,Not essential,0.0,1000.0,-2.8352609909187143e-13,-1.4229222408532564e-12,,,MNXR95840,,rxn08136,,
DHFR,Dihydrofolate reductase,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,CIW80_00865 or CIW80_17925,Cofactor and Prosthetic Group Biosynthesis,Essential,-1000.0,1000.0,0.03008954964133281,0.0300895496392789,15012,,MNXR97401,R00939,,1.5.1.3,R-XTR-197972
EX_cit_e,Citrate exchange,cit_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-7.928198882963969e-13,33186,,MNXR96756,,rxn10946,,
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),pran_c --> 2cpr5p_c,CIW80_25250,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",Essential,0.0,1000.0,0.06373692082222131,0.063736920821951,21543,META:PRAISOM-RXN,MNXR103156,R03509,rxn02508,5.3.1.24,
TYRTA,Tyrosine transaminase,akg_c + tyr__L_c <=> 34hpp_c + glu__L_c,CIW80_15440 or CIW80_22655 or CIW80_13715,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",Essential,-1000.0,1000.0,-0.1548700766501398,-0.15487007665050026,15096,META:TYROSINE-AMINOTRANSFERASE-RXN,MNXR105000,R00734,rxn00527,2.6.1.9,R-XTR-71155
SHKK,Shikimate kinase,atp_c + skm_c --> adp_c + h_c + skm5p_c,CIW80_11460 or CIW80_20050,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",Essential,0.0,1000.0,0.4273411242693764,0.42734112426897997,13124,META:SHIKIMATE-KINASE-RXN,MNXR104379,R02412,rxn01739,2.7.1.71,R-MTU-964939
EX_gam_e,D-Glucosamine exchange,gam_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR100035,,rxn08593,,
EX_inost_e,Myo-Inositol exchange,inost_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,32870,,MNXR100848,,rxn08755,,
EX_mobd_e,Molybdate exchange,mobd_e <=> ,,Extracellular exchange,Essential,-1000,1000.0,-7.848960219473263e-06,-7.848960219473802e-06,34910,,MNXR101690,,rxn08956,,
EX_so4_e,Sulfate exchange,so4_e <=> ,,Extracellular exchange,Essential,-1000,1000.0,-0.28236073749529106,-0.2823607374954135,34986,,MNXR104469,,rxn09261,,R-XTR-8875871
SADH,Succinylarginine dihydrolase,2.0 h2o_c + 2.0 h_c + sucarg_c --> co2_c + 2.0 nh4_c + sucorn_c,CIW80_01605,Arginine and Proline Metabolism,Not essential,0.0,1000.0,0.0,-4.247608709349629e-13,19536,META:SUCCARGDIHYDRO-RXN,MNXR104239,R04189,rxn02927,3.5.3.23,
GLUSy,Glutamate synthase (NADPH),akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c,CIW80_10545 and CIW80_10540,Glutamate Metabolism,Not essential,0.0,1000.0,0.0,-2.9733260965447264e-12,15504,META:GLUTAMATESYN-RXN,MNXR100291,R00114,rxn00085,1.4.1.13,
GUAPRT,Guanine phosphoribosyltransferase,gua_c + prpp_c --> gmp_c + ppi_c,CIW80_18380 or CIW80_19465,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,0.0,-2.973326096544754e-12,25427,META:GUANPRIBOSYLTRAN-RXN,MNXR100409,R01229,rxn00915,2.4.2.8,
EX_phe__L_e,L-Phenylalanine exchange,phe__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-3.7166576206809105e-13,27953,META:RXN66-445,MNXR102637,,rxn11018,,
EX_thr__L_e,L-Threonine exchange,thr__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-6.607391325654954e-13,35022,,MNXR104852,,rxn13117,,
EX_uri_e,Uridine exchange,uri_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,-3.398086967479693e-13,,,MNXR105165,,rxn10987,,
PDH,Pyruvate dehydrogenase,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,CIW80_18325 and CIW80_18330 and CIW80_18320,Glycolysis/Gluconeogenesis,Not essential,0.0,1000.0,5.674411583951231,17.107636676769403,28045,META:PYRUVDEH-RXN,MNXR102425,R00209,rxn00154,2.3.1.12,R-XTR-71397
DMSOR2pp,Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm),2dmmql8_c + dmso_p --> 2dmmq8_c + dms_p + h2o_p,CIW80_02575 and CIW80_02580,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,0.0,,,MNXR97532,,rxn10130,,
H2St1pp,H2s transport (periplasm),h2s_c --> h2s_p,s0001,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,1.625541824818141e-13,,META:TRANS-RXN-310,MNXR100494,,rxn10541,,
HYD3pp,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p,(CIW80_22855 and CIW80_22860 and CIW80_22850) or (CIW80_09370 and CIW80_09385 and CIW80_09380 and CIW80_09375),Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,0.0,,,MNXR100755,,rxn10117,1.18.99.1,
NO3R1pp,Nitrate reductase (Ubiquinol-8) (periplasm),2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c,(CIW80_00325 and CIW80_00330 and CIW80_00320 and CIW80_00315) or (CIW80_25030 and CIW80_25045 and CIW80_25040 and CIW80_25035),Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,0.0,29150#1,,MNXR101986,,rxn10120,,
EX_halipa_e,Hepta-acylated KDO(2)-lipid (A) exchange,halipa_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,1.1878959489056245e-13,,,MNXR143009,,,,
AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,CIW80_24080 and CIW80_07985,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,4.751982413534716e-13,,,MNXR95144,,,,
MANptspp,D-mannose transport via PEP:Pyr PTS (periplasm),man_p + pep_c --> man6p_c + pyr_c,CIW80_02000 and CIW80_01995 and CIW80_01990 and CIW80_05965 and CIW80_05960,"Transport, Inner Membrane",Not essential,0.0,1000.0,1.934123208534635e-13,0.0,,,MNXR101401,,rxn08885,,
EX_cmp_e,CMP exchange,cmp_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,7.019675237134405e-14,,,MNXR96806,,rxn09776,,
NTD8,5'-nucleotidase (dGMP),dgmp_c + h2o_c --> dgsn_c + pi_c,CIW80_07420 or CIW80_05390 or CIW80_11505,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,5.802369625604007e-13,7.721642760847853e-13,29382,META:RXN-14142,MNXR102038,R01968,rxn01445,3.1.3.89,
GALCTD,Galactarate dehydratase,galct__D_c --> 5dh4dglc_c + h2o_c,CIW80_10115,Alternate Carbon Metabolism,Not essential,0.0,1000.0,7.907753146062686e-29,0.0,16008,META:GALACTARDEHYDRA-RXN,MNXR99955,R05608,rxn03887,4.2.1.42,
EX_malthx_e,Maltohexaose exchange,malthx_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,3.860821380423939e-14,,,MNXR101354,,rxn08870,,
MLTG4,Maltodextrin glucosidase (maltohexaose),h2o_c + malthx_c --> glc__D_c + maltpt_c,CIW80_20130,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,7.721642760847832e-13,,META:RXN-14282,MNXR101622,,rxn08935,3.2.1.20,
UDPGDC,UDP-glucuronate C-4'' decarboxylase,nad_c + udpglcur_c --> co2_c + nadh_c + udpLa4o_c,CIW80_05220,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,1.9304106902119399e-13,24705,META:RXN0-1861,MNXR105064,R07658,rxn09351,1.1.1.305,
PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),dgsn_c + pi_c <=> 2dr1p_c + gua_c,CIW80_05915 or CIW80_17575,Nucleotide Salvage Pathway,Not essential,-1000.0,1000.0,5.802369625604009e-13,7.721642760847732e-13,27741,META:DEOXYGUANPHOSPHOR-RXN,MNXR103346,R01969,rxn01446,2.4.2.4,
AMAOTr,Adenosylmethionine-8-amino-7-oxononanoate transaminase,8aonn_c + amet_c <=> amob_c + dann_c,CIW80_21865,Cofactor and Prosthetic Group Biosynthesis,Essential,-1000.0,1000.0,2.2425600627068004e-06,2.242560074914931e-06,16864,META:DAPASYN-RXN,MNXR95806,R03231,rxn02312,2.6.1.62,
EX_csn_e,Cytosine exchange,csn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,,,MNXR96928,,rxn08267,,
EX_etoh_e,Ethanol exchange,etoh_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,1.544328552169567e-12,35270,META:TRANS-RXN0-546,MNXR97980,,rxn09764,,
EX_his__L_e,L-Histidine exchange,his__L_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,6.434702300706521e-14,,,MNXR100649,,rxn10932,,
EX_k_e,K+ exchange,k_e <=> ,,Extracellular exchange,Essential,-1000,1000.0,-0.2188660131599632,-0.21886601315996418,29466,META:TRANS-RXN-190,MNXR100950,,rxn08771,,R-XTR-877187
EX_na1_e,Sodium exchange,na1_e <=> ,,Extracellular exchange,Not essential,-1000,1000.0,-1.2526679118695718e-18,0.0,34966,META:TRANS-RXN-189,MNXR101804,,rxn10899,,R-XTR-5576895
ARGORNt7pp,Arginine/ornithine antiporter (periplasm),arg__L_p + orn_c <=> arg__L_c + orn_p,CIW80_00860,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-1000.0,1000.0000000000015,34994,,MNXR95946,,rxn10131,,
EX_dmso_e,Dimethyl sulfoxide exchange,dmso_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,29702,META:TRANS-RXN0-273,MNXR97533,,rxn08358,,
EX_12ppd__S_e,"(S)-Propane-1,2-diol exchange",12ppd__S_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,3.0886571043390874e-13,,,MNXR94684,,,,
EX_pppn_e,Phenylpropanoate exchange,pppn_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,0.0,29750,META:TRANS-RXN0-282,MNXR103136,,rxn09183,,
EX_acgam1p_e,N-Acetyl-D-glucosamine 1-phosphate exchange,acgam1p_e --> ,,Extracellular exchange,Not essential,0,1000.0,0.0,1.8168571201994702e-13,,,MNXR95246,,rxn08039,,
